src	keywords
The characters and the good acting and detail	"Appealing characters/I like the characters,Good acting,Informative/detailed,,,,"
The plot and the twists and turns	"Good storyline/subject matter,Suspense/Mystery/thrillers,,,,,"
Great desires and other things	"Other misc. mentions,,,,,,"
Watching each character and discovering their motives	"Appealing characters/I like the characters,Other characters mentions,,,,,"
n/a	"None/no answer,,,,,,"
Aaron Paul and ed Harris are reasons that drew me in in the first place and keep me hanging in. I like most sci fi shows.	"Like Aaron Paul,Like Ed Harris,Science fiction/fantasy,,,,"
It's a different look than I've ever seen of the future	"Unique/different,,,,,,"
I love the originality of the show.	"Original,,,,,,"
"Love the story telling, the actors and writing, and action effects. Opening is also a cool intro to watch with a catchy theme."	"Good storyline/subject matter,Good cast/actors,Like the writing/dialog,Like the action/adventurous,Attention grabbing/holds interest/keeps you wanting to watch more,,"
It is very different from any series I've seen before	"Unique/different,,,,,,"
"Many of my friends told me to watch, I did and since I've hooked. Something about its writing and tone really draws me in"	"Heard good review/recommendations by family/friends,Like the writing/dialog,Other show characteristic mentions,,,,"
modern technology	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
Everything	"Good/like the show/everything,,,,,,"
The action	"Like the action/adventurous,,,,,,"
I enjoy programming with great plots	"Good/like the show/everything,Like the premise/setting/scenery,,,,,"
The two to into idk only watch policy redo only ex only first knoll neck easy going think no idea Ohio wack point rack once no tall info to ideal Ohio the think I'll	"None/no answer,,,,,,"
the story and the characters	"Good storyline/subject matter,Appealing characters/I like the characters,,,,,"
The uniqueness and the plot of the story	"Unique/different,Good storyline/subject matter,,,,,"
its a great fun time to watch it	"Witty/humorous/funny/entertaining,,,,,,"
"the plot is complex and makes me think. The story answers many questions, but presents more as each episode progresses, Lost did this in their series run and it was something i enjoyed. Each episode is very cinematic in cinematography and rich story telling. It is hard to predict what is going to happen, so i like to be surprised. It raises alot of questions about where humanity is going and its connection to technology. Plus i like the acting. The Man in Black (William) has been my favorite character (both young and old William) and i like that aaron paul (caleb) has been added to the cast."	"Complex storyline,Thought provoking,Witty/humorous/funny/entertaining,Other High quality production values Mentions,Good storyline/subject matter,Suspense/Mystery/thrillers,Technology involvement/overpowering human life"
The acting and story	"Good acting,Good storyline/subject matter,,,,,"
i like the idea of the show and it helps me escape the fear during this time of our life.	"Like the concept/idea of futuristic amusement park,Other realistic/association with real life mentions,,,,,"
i just like the story lines of it great show love syfi	"Good storyline/subject matter,Science fiction/fantasy,,,,,"
good and exciting	"Good/like the show/everything,Exciting,,,,,"
The story is interesting and you can never tell what is going to happen.	"Good storyline/subject matter,Suspense/Mystery/thrillers,,,,,"
I like the artificial intelligence aspect. It is overall an interesting show.	"Technological aspects (inclusion of robots, exploring AI, etc.),Interesting/engaging,,,,,"
the cast	"Good cast/actors,,,,,,"
HBO production	"Aired on HBO,,,,,,"
Idk	"Don't know,,,,,,"
rcwqcwercqwercwercwrcwrcwercwercwe	"None/no answer,,,,,,"
We started the series & really enjoyed the 1st season. Usually when we start a series we watch all the way through to the end of it. But this current season is very confusing & hard to keep track of.	"Good experience/liked the previous seasons,Witty/humorous/funny/entertaining,,,,,"
I like this show very mutch	"Good/like the show/everything,,,,,,"
intrigue	"Interesting/engaging,,,,,,"
I watch it with my friends and we appreciate the complexity but sometimes is too hard to follow	"Can watch with family/family likes the show,Complex storyline,,,,,"
Originally I started watching the show because I thought it was going to be like the movie that's starred Yul brynner.	"Original,Other misc. mentions,,,,,"
"I like science fiction, the technological advances shown in the series and the phenomenal performance of ed harris"	"Science fiction/fantasy,Technological aspects (inclusion of robots, exploring AI, etc.),Like Ed Harris,,,,"
It's different from any other show and the acting and directing is high quality.	"Unique/different,Good acting,Other acting mentions,,,,"
the drama and mystery.	"Like the drama,Suspense/Mystery/thrillers,,,,,"
"It has alot of different cultural characters. It has action, violence, and suprising stories that I wouldn't have thought about."	"Other characters mentions,Violence,Suspense/Mystery/thrillers,,,,"
I like the scifi element and the future/data exploration. The show makes some interesting commentary on human nature. It can be hard to follow at times high can be both frustrating and exciting.	"Science fiction/fantasy,Futuristic,Technological aspects (inclusion of robots, exploring AI, etc.),Technology involvement/overpowering human life,Other show characteristic mentions,Exciting,"
I like the idea of a Western combined with futuristic ideas and a theme park.	"Western aspect,Like the concept/idea of futuristic amusement park,,,,,"
Draws you into the characters quickly and each episode leaves you wanting more	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
The plans for AI	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
Plot always changes	"Suspense/Mystery/thrillers,,,,,,"
I was interested in seeing how Aaron Paul's involvement would be and what happened with the rest of the cast.	"Unique/different,Like Aaron Paul,Attention grabbing/holds interest/keeps you wanting to watch more,,,,"
The gray areas between reality and fantasy	"Other realistic/association with real life mentions,,,,,,"
I like that there are so many different type of characters.	"Appealing characters/I like the characters,,,,,,"
I mostly just watch it because one of my family members loves to watch it.	"Other misc. mentions,,,,,,"
i like its futuristic look mixed with the past	"Futuristic,Other storyline/Plot mentions,,,,,"
the fantasies in the show	"Science fiction/fantasy,,,,,,"
N/A	"None/no answer,,,,,,"
"I can't wait to see what else is going to happn, espically what Delores is going to do next."	"Attention grabbing/holds interest/keeps you wanting to watch more,Like the character Dolores Abernathy,,,,,"
I liked it because it was a modern western which is different that most shows on television these days.	"Creative/innovative/modern,Western aspect,Unique/different,,,,"
Na	"None/no answer,,,,,,"
no commercials	"Other misc. mentions,,,,,,"
Characters and plot	"Appealing characters/I like the characters,Like the premise/setting/scenery,,,,,"
Nothing. I watched one episode	"Have not watched enough to comment/not familiar with the show,,,,,,"
The show has action and love it.	"Like the action/adventurous,Good/like the show/everything,,,,,"
my friends recommended it	"Heard good review/recommendations by family/friends,,,,,,"
Okay hbu I wanna do	"Good/like the show/everything,,,,,,"
the parts delores plays are very engaging and emotional entertaining	"Like the characters development,Interesting/engaging,Witty/humorous/funny/entertaining,Other show characteristic mentions,,,"
"I love the futuristic feel of this season, also the show is very intuitive and thought provoking"	"Futuristic,Interesting/engaging,Thought provoking,,,,"
